id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,trip_distance_km,speed_kmph,pickup_hour,pickup_dayofweek
id3762630,2,2016-01-29 21:16:41,2016-01-29 21:27:38,5,-73.98275756835938,40.71065139770508,-73.98275756835938,40.71065139770508,N,657,0.0,0.0,21,Friday
id0267978,1,2016-03-25 14:34:33,2016-03-25 14:41:22,1,-73.9616928100586,40.77207946777344,-73.9616928100586,40.77207946777344,N,409,0.0,0.0,14,Friday
id2366948,2,2016-01-30 06:35:52,2016-01-30 06:41:36,1,-73.99037170410156,40.71861267089844,-73.99037170410156,40.71861267089844,N,344,0.0,0.0,6,Saturday
id0635401,1,2016-06-07 23:40:22,2016-06-07 23:41:18,2,-74.0323715209961,40.73857116699219,-74.0323715209961,40.73857116699219,N,56,0.0,0.0,23,Tuesday
id0574766,2,2016-05-01 19:04:01,2016-05-01 19:18:03,2,-73.86315155029298,40.769428253173835,-73.86315155029298,40.769428253173835,N,842,0.0,0.0,19,Sunday
id2362780,2,2016-06-30 05:01:03,2016-06-30 05:01:11,1,-74.16426849365233,40.71163940429688,-74.17935180664062,40.71134185791016,N,8,1.271744804932508,572.2851622196285,5,Thursday
id1248715,1,2016-05-06 23:49:19,2016-05-06 23:54:34,1,-73.98296356201173,40.7564811706543,-73.98296356201173,40.7564811706543,N,315,0.0,0.0,23,Friday
id0323259,1,2016-03-25 15:00:52,2016-03-25 15:00:57,1,-73.98539733886719,40.72344207763672,-73.98539733886719,40.72344207763672,N,5,0.0,0.0,15,Friday
id3918476,2,2016-02-16 10:28:34,2016-02-16 10:32:25,5,-73.98988342285155,40.77238082885742,-73.98988342285155,40.77238082885742,N,231,0.0,0.0,10,Tuesday
id3025256,1,2016-01-17 07:57:19,2016-01-17 07:58:11,1,-73.82342529296875,40.704734802246094,-73.82342529296875,40.704734802246094,N,52,0.0,0.0,7,Sunday
id1798732,1,2016-03-02 23:22:34,2016-03-02 23:24:40,1,-73.96927642822266,40.758403778076165,-73.96927642822266,40.758403778076165,N,126,0.0,0.0,23,Wednesday
id1732803,2,2016-06-30 14:25:52,2016-06-30 14:27:55,2,-73.98876953125,40.74610137939453,-73.98876953125,40.74610137939453,N,123,0.0,0.0,14,Thursday
id1739607,1,2016-04-23 20:18:04,2016-04-23 20:19:30,2,-74.10075378417967,40.69788360595703,-74.10075378417967,40.69788360595703,N,86,0.0,0.0,20,Saturday
id1692690,2,2016-01-02 21:27:27,2016-01-02 21:27:32,1,-73.78211975097656,40.666370391845696,-73.78211975097656,40.666370391845696,N,5,0.0,0.0,21,Saturday
id3536733,2,2016-03-28 03:19:08,2016-03-28 03:23:42,1,-73.989990234375,40.76203918457031,-73.989990234375,40.76203918457031,N,274,0.0,0.0,3,Monday
id2950301,2,2016-02-29 08:27:07,2016-02-29 08:40:00,2,-74.1053466796875,40.68115997314453,-74.1053466796875,40.68115997314453,N,773,0.0,0.0,8,Monday
id0860401,2,2016-05-01 18:48:46,2016-05-01 18:51:27,3,-74.00241088867188,40.73960113525391,-74.00241088867188,40.73960113525391,N,161,0.0,0.0,18,Sunday
id0345390,2,2016-04-14 21:53:51,2016-04-14 22:03:46,1,-73.98983001708984,40.765621185302734,-73.98983001708984,40.765621185302734,N,595,0.0,0.0,21,Thursday
id0295029,2,2016-06-14 11:31:11,2016-06-14 11:42:37,1,-73.97663879394531,40.748062133789055,-73.97663879394531,40.748062133789055,N,686,0.0,0.0,11,Tuesday
id3209388,2,2016-05-17 12:00:10,2016-05-17 12:04:43,1,-73.95905303955078,40.77805709838867,-73.95905303955078,40.77805709838867,N,273,0.0,0.0,12,Tuesday
id1165183,1,2016-05-17 10:44:12,2016-05-17 11:07:17,1,-73.99371337890625,40.75089645385742,-73.99371337890625,40.75089645385742,N,1385,0.0,0.0,10,Tuesday
id0011861,2,2016-04-12 14:12:47,2016-04-12 14:13:28,1,-73.99478912353516,40.740333557128906,-73.99478912353516,40.740333557128906,N,41,0.0,0.0,14,Tuesday
id1991220,2,2016-06-19 22:46:34,2016-06-19 23:00:28,6,-73.98206329345702,40.73871994018555,-73.98206329345702,40.73871994018555,N,834,0.0,0.0,22,Sunday
id1020278,2,2016-04-11 15:00:17,2016-04-11 15:05:10,1,-73.99539184570312,40.72407150268555,-73.99539184570312,40.72407150268555,N,293,0.0,0.0,15,Monday
id1449024,1,2016-05-16 18:56:56,2016-05-16 18:57:04,1,-73.99569702148438,40.76117706298828,-73.99569702148438,40.76117706298828,N,8,0.0,0.0,18,Monday
id1526066,2,2016-02-15 14:45:49,2016-02-15 14:48:38,1,-73.9544448852539,40.77791976928711,-73.9544448852539,40.77791976928711,N,169,0.0,0.0,14,Monday
id3759417,2,2016-02-15 20:35:41,2016-02-15 20:40:00,3,-73.9680404663086,40.80241394042969,-73.9680404663086,40.80241394042969,N,259,0.0,0.0,20,Monday
id2521650,2,2016-03-16 16:51:26,2016-03-16 16:51:47,5,-73.99170684814453,40.73699951171875,-73.99170684814453,40.73699951171875,N,21,0.0,0.0,16,Wednesday
id3997624,2,2016-06-17 22:59:56,2016-06-17 23:44:49,1,-73.82028198242188,40.71014022827149,-73.82028198242188,40.71014022827149,N,2693,0.0,0.0,22,Friday
id0667365,1,2016-05-20 16:42:17,2016-05-20 16:42:44,1,-73.78359985351561,40.643657684326165,-73.78359985351561,40.643657684326165,N,27,0.0,0.0,16,Friday
id3742640,1,2016-02-27 09:30:07,2016-02-27 09:30:32,1,-73.89266204833984,40.67814636230469,-73.89266204833984,40.67814636230469,N,25,0.0,0.0,9,Saturday
id0301810,2,2016-03-10 22:01:31,2016-03-10 22:05:45,4,-73.97164916992188,40.78639602661133,-73.97164916992188,40.78639602661133,N,254,0.0,0.0,22,Thursday
id2550621,2,2016-02-13 08:15:34,2016-02-13 08:23:25,2,-73.98261260986328,40.7705192565918,-73.98261260986328,40.7705192565918,N,471,0.0,0.0,8,Saturday
id1535745,2,2016-04-26 12:51:56,2016-04-26 12:53:55,3,-73.97470855712889,40.7606201171875,-73.97470855712889,40.7606201171875,N,119,0.0,0.0,12,Tuesday
id1841572,1,2016-02-16 15:26:16,2016-02-16 15:26:44,4,-73.92963409423827,40.812286376953125,-73.92963409423827,40.812286376953125,N,28,0.0,0.0,15,Tuesday
id0862802,2,2016-01-07 07:27:15,2016-01-07 07:34:58,1,-73.97863006591797,40.750518798828125,-73.97863006591797,40.750518798828125,N,463,0.0,0.0,7,Thursday
id1550150,2,2016-03-22 17:00:21,2016-03-22 17:11:15,1,-73.96131896972656,40.8013916015625,-73.96131896972656,40.8013916015625,N,654,0.0,0.0,17,Tuesday
id0013603,2,2016-01-03 21:41:17,2016-01-03 21:47:13,4,-74.00637817382812,40.722293853759766,-74.00637817382812,40.722293853759766,N,356,0.0,0.0,21,Sunday
id3867114,2,2016-01-05 00:01:28,2016-01-05 00:24:10,1,-73.98228454589844,40.775001525878906,-73.98228454589844,40.775001525878906,N,1362,0.0,0.0,0,Tuesday
id3492687,1,2016-06-09 18:07:23,2016-06-09 18:07:32,1,-73.97025299072266,40.61911010742188,-73.97025299072266,40.61911010742188,N,9,0.0,0.0,18,Thursday
id0326174,2,2016-02-03 20:25:43,2016-02-03 20:26:45,1,-73.94512176513672,40.78322982788086,-73.94512176513672,40.78322982788086,N,62,0.0,0.0,20,Wednesday
id1207870,2,2016-05-23 19:21:14,2016-05-23 19:33:02,6,-73.79419708251953,40.65688705444336,-73.79419708251953,40.65688705444336,N,708,0.0,0.0,19,Monday
id0642513,1,2016-02-11 01:17:19,2016-02-11 01:17:24,1,-73.96690368652342,40.757034301757805,-73.96690368652342,40.757034301757805,N,5,0.0,0.0,1,Thursday
id2083178,2,2016-06-09 14:50:41,2016-06-09 14:50:58,1,-73.78986358642578,40.64312362670898,-73.78986358642578,40.64312362670898,N,17,0.0,0.0,14,Thursday
id0184342,2,2016-04-19 16:29:46,2016-04-19 16:38:19,1,-73.96810150146483,40.76348876953125,-73.96810150146483,40.76348876953125,N,513,0.0,0.0,16,Tuesday
id2687352,2,2016-01-22 23:01:55,2016-01-22 23:12:20,3,-73.97367858886719,40.73821640014648,-73.97367858886719,40.73821640014648,N,625,0.0,0.0,23,Friday
id2280397,2,2016-06-25 07:54:33,2016-06-25 08:05:11,1,-73.93730926513672,40.75941848754882,-73.93730926513672,40.75941848754882,N,638,0.0,0.0,7,Saturday
id2630884,1,2016-04-06 00:11:29,2016-04-06 00:11:32,1,-73.98619842529298,40.66072463989258,-73.98619842529298,40.66072463989258,N,3,0.0,0.0,0,Wednesday
id1739514,2,2016-05-13 21:23:02,2016-05-13 21:33:44,1,-73.97080993652342,40.79354095458984,-73.97080993652342,40.79354095458984,N,642,0.0,0.0,21,Friday
id0522804,1,2016-02-13 08:19:51,2016-02-13 08:19:59,3,-74.01718902587889,40.705425262451165,-74.01718902587889,40.705425262451165,N,8,0.0,0.0,8,Saturday
id2489281,2,2016-06-20 08:33:33,2016-06-20 08:45:06,1,-73.97628784179686,40.75994873046875,-73.97628784179686,40.75994873046875,N,693,0.0,0.0,8,Monday
id0120358,2,2016-04-16 02:21:06,2016-04-16 02:21:14,1,-73.94648742675781,40.66931915283203,-73.94648742675781,40.66931915283203,N,8,0.0,0.0,2,Saturday
id1986204,1,2016-01-02 21:50:25,2016-01-02 22:08:29,1,-73.99283599853516,40.754348754882805,-73.99283599853516,40.754348754882805,N,1084,0.0,0.0,21,Saturday
id1473834,2,2016-04-07 13:22:29,2016-04-07 13:42:55,2,-73.96900177001953,40.76165008544922,-73.96900177001953,40.76165008544922,N,1226,0.0,0.0,13,Thursday
id3186983,2,2016-05-27 10:26:43,2016-05-27 10:26:57,1,-73.99085235595702,40.7503318786621,-73.99085235595702,40.7503318786621,N,14,0.0,0.0,10,Friday
id1602037,1,2016-06-01 08:03:29,2016-06-01 08:30:10,1,-73.98932647705078,40.74685287475586,-73.98932647705078,40.74685287475586,N,1601,0.0,0.0,8,Wednesday
id3484591,2,2016-01-27 10:43:48,2016-01-27 10:57:55,5,-73.9542236328125,40.81290817260742,-73.9542236328125,40.81290817260742,N,847,0.0,0.0,10,Wednesday
id2797433,1,2016-02-28 14:06:34,2016-02-28 14:10:18,1,-73.95615386962889,40.78011322021485,-73.95615386962889,40.78011322021485,N,224,0.0,0.0,14,Sunday
id3558603,2,2016-03-12 18:15:50,2016-03-12 18:31:01,1,-73.96452331542967,40.76454925537109,-73.96452331542967,40.76454925537109,N,911,0.0,0.0,18,Saturday
id0553624,2,2016-04-09 17:49:30,2016-04-09 17:58:13,1,-73.97554016113281,40.73738098144531,-73.97554016113281,40.73738098144531,N,523,0.0,0.0,17,Saturday
id0431446,2,2016-01-30 15:54:13,2016-01-30 16:04:43,3,-73.98743438720702,40.729286193847656,-73.98743438720702,40.729286193847656,N,630,0.0,0.0,15,Saturday
id0274386,1,2016-04-03 23:23:40,2016-04-03 23:23:43,1,-73.94191741943358,40.63343811035156,-73.94191741943358,40.63343811035156,N,3,0.0,0.0,23,Sunday
id3311251,2,2016-03-20 21:06:44,2016-03-20 21:08:15,1,-73.78842163085938,40.64725112915039,-73.78842163085938,40.64725112915039,N,91,0.0,0.0,21,Sunday
id1227513,2,2016-05-17 18:47:56,2016-05-17 19:09:55,1,-73.9491195678711,40.80266189575195,-73.9491195678711,40.80266189575195,N,1319,0.0,0.0,18,Tuesday
id1883213,2,2016-06-28 18:12:55,2016-06-28 18:22:14,1,-73.96762084960938,40.77148818969727,-73.96762084960938,40.77148818969727,N,559,0.0,0.0,18,Tuesday
id1731143,2,2016-05-20 20:44:46,2016-05-20 20:53:46,1,-73.9801025390625,40.7486457824707,-73.9801025390625,40.7486457824707,N,540,0.0,0.0,20,Friday
id0915967,2,2016-03-28 19:04:29,2016-03-28 19:04:43,1,-74.00890350341797,40.739051818847656,-74.00890350341797,40.739051818847656,N,14,0.0,0.0,19,Monday
id1340787,2,2016-05-25 17:36:49,2016-05-25 18:54:52,2,-73.78565979003906,40.651649475097656,-73.78565979003906,40.651649475097656,N,4683,0.0,0.0,17,Wednesday
id0476136,2,2016-01-09 01:21:31,2016-01-09 01:34:19,1,-73.95734405517578,40.80168151855469,-73.95734405517578,40.80168151855469,N,768,0.0,0.0,1,Saturday
id2871349,2,2016-06-09 23:07:41,2016-06-09 23:14:18,1,-73.97049713134764,40.79533004760742,-73.97049713134764,40.79533004760742,N,397,0.0,0.0,23,Thursday
id3415415,2,2016-02-03 08:51:56,2016-02-03 08:52:31,4,-73.86329650878906,40.76901245117188,-73.86329650878906,40.76901245117188,N,35,0.0,0.0,8,Wednesday
id1644970,1,2016-02-23 21:47:51,2016-02-23 21:51:50,1,-73.99169158935547,40.716339111328125,-73.99169158935547,40.716339111328125,N,239,0.0,0.0,21,Tuesday
id3111341,2,2016-05-29 17:30:48,2016-05-29 17:34:13,1,-73.97438049316406,40.76290130615234,-73.97438049316406,40.76290130615234,N,205,0.0,0.0,17,Sunday
id2909784,1,2016-04-15 18:22:00,2016-04-15 18:22:30,1,-73.98890686035155,40.7171745300293,-73.98890686035155,40.7171745300293,N,30,0.0,0.0,18,Friday
id1311374,2,2016-06-20 08:57:22,2016-06-20 09:02:13,1,-73.95169067382812,40.78858184814453,-73.95169067382812,40.78858184814453,N,291,0.0,0.0,8,Monday
id0937456,2,2016-04-21 15:07:20,2016-04-21 15:44:52,1,-73.93379974365233,40.74517822265625,-73.93379974365233,40.74517822265625,N,2252,0.0,0.0,15,Thursday
id0130439,2,2016-01-10 01:31:43,2016-01-10 01:34:57,5,-73.95555114746092,40.77260971069336,-73.95555114746092,40.77260971069336,N,194,0.0,0.0,1,Sunday
id2027413,1,2016-04-20 11:34:33,2016-04-20 11:35:14,1,-73.9471206665039,40.74498748779297,-73.9471206665039,40.74498748779297,N,41,0.0,0.0,11,Wednesday
id1797638,2,2016-04-20 19:30:33,2016-04-20 19:33:21,3,-73.99197387695312,40.73825454711913,-73.99197387695312,40.73825454711913,N,168,0.0,0.0,19,Wednesday
id3567918,1,2016-03-01 14:08:45,2016-03-01 14:08:47,1,-73.99464416503906,40.7559928894043,-73.99464416503906,40.7559928894043,N,2,0.0,0.0,14,Tuesday
id2562704,2,2016-02-09 15:11:17,2016-02-09 15:15:01,6,-73.98988342285155,40.7551155090332,-73.98988342285155,40.7551155090332,N,224,0.0,0.0,15,Tuesday
id0520591,1,2016-03-19 04:03:42,2016-03-19 04:03:52,1,-73.97860717773438,40.6453514099121,-73.97860717773438,40.6453514099121,N,10,0.0,0.0,4,Saturday
id1282177,1,2016-03-30 15:59:48,2016-03-30 16:00:01,1,-73.99579620361328,40.76161956787109,-73.99579620361328,40.76161956787109,N,13,0.0,0.0,15,Wednesday
id2239153,2,2016-04-10 18:01:37,2016-04-10 18:01:47,1,-73.78343963623048,40.6485481262207,-73.78343963623048,40.6485481262207,N,10,0.0,0.0,18,Sunday
id0751854,2,2016-06-24 19:06:22,2016-06-24 19:21:01,1,-73.95806884765625,40.81626892089844,-73.95806884765625,40.81626892089844,N,879,0.0,0.0,19,Friday
id3360427,2,2016-04-30 15:12:38,2016-04-30 15:18:06,1,-73.9774398803711,40.73267364501953,-73.9774398803711,40.73267364501953,N,328,0.0,0.0,15,Saturday
id3214921,2,2016-01-24 08:44:34,2016-01-24 08:44:37,5,-73.91571807861328,40.74306869506836,-73.91571807861328,40.74306869506836,N,3,0.0,0.0,8,Sunday
id3743276,2,2016-01-01 04:53:01,2016-01-01 05:15:39,1,-73.96236419677734,40.80074691772461,-73.96236419677734,40.80074691772461,N,1358,0.0,0.0,4,Friday
id1063350,1,2016-02-08 13:20:50,2016-02-08 13:20:57,1,-73.99277496337889,40.75293350219727,-73.99277496337889,40.75293350219727,N,7,0.0,0.0,13,Monday
id0772531,2,2016-02-15 17:08:22,2016-02-15 17:08:42,1,-73.80416870117188,40.662456512451165,-73.80732727050781,40.654495239257805,N,20,0.9244788156266521,166.4061868127974,17,Monday
id3061164,2,2016-01-31 22:33:52,2016-01-31 22:34:20,1,-73.8631820678711,40.76956558227539,-73.8631820678711,40.76956558227539,N,28,0.0,0.0,22,Sunday
id1663349,2,2016-03-04 02:57:53,2016-03-04 02:59:09,2,-73.91732025146483,40.81618118286133,-73.91732025146483,40.81618118286133,N,76,0.0,0.0,2,Friday
id0736201,1,2016-01-07 14:23:20,2016-01-07 14:24:20,1,-73.75828552246092,40.68278503417969,-73.75828552246092,40.68278503417969,N,60,0.0,0.0,14,Thursday
id0937802,1,2016-05-14 23:44:07,2016-05-14 23:59:14,4,-73.9695587158203,40.749324798583984,-73.9695587158203,40.749324798583984,N,907,0.0,0.0,23,Saturday
id0005464,2,2016-06-01 10:31:08,2016-06-01 10:31:11,2,-73.98789978027342,40.70014190673828,-73.98956298828125,40.70047378540039,N,3,0.14498411691994312,173.98094030393173,10,Wednesday
id3884101,2,2016-01-16 08:30:04,2016-01-16 08:30:14,1,-73.88612365722656,40.7435302734375,-73.88612365722656,40.7435302734375,N,10,0.0,0.0,8,Saturday
id2937554,2,2016-02-20 04:07:53,2016-02-20 04:08:01,1,-73.94677734375,40.77391815185546,-73.94677734375,40.77391815185546,N,8,0.0,0.0,4,Saturday
id2688750,2,2016-04-21 16:15:34,2016-04-21 16:24:47,1,-73.96669006347656,40.80419158935546,-73.96669006347656,40.80419158935546,N,553,0.0,0.0,16,Thursday
id1560519,2,2016-05-20 20:27:03,2016-05-20 20:34:48,1,-73.97532653808595,40.75650024414063,-73.97532653808595,40.75650024414063,N,465,0.0,0.0,20,Friday
id1940380,1,2016-01-09 03:35:17,2016-01-09 03:35:46,1,-74.0313949584961,40.754695892333984,-74.0313949584961,40.754695892333984,N,29,0.0,0.0,3,Saturday
id2188562,2,2016-04-24 23:55:38,2016-04-25 00:11:10,1,-73.92835998535155,40.728469848632805,-73.92835998535155,40.728469848632805,N,932,0.0,0.0,23,Sunday
id1647327,1,2016-01-14 14:24:13,2016-01-14 14:39:44,1,-73.94685363769531,40.779830932617195,-73.94685363769531,40.779830932617195,N,931,0.0,0.0,14,Thursday
id1352554,1,2016-06-19 01:36:57,2016-06-19 01:55:45,1,-73.95917510986328,40.780643463134766,-73.95917510986328,40.780643463134766,N,1128,0.0,0.0,1,Sunday
id0695420,1,2016-05-02 22:56:51,2016-05-02 22:58:48,1,-73.94501495361328,40.75163650512695,-73.94501495361328,40.75163650512695,N,117,0.0,0.0,22,Monday
id3510209,2,2016-03-31 23:37:57,2016-03-31 23:38:05,1,-74.02159118652342,40.85710144042969,-74.02159118652342,40.85710144042969,N,8,0.0,0.0,23,Thursday
id2503062,2,2016-06-01 20:12:31,2016-06-01 20:53:54,1,-73.91697692871094,40.83705139160156,-73.91697692871094,40.83705139160156,N,2483,0.0,0.0,20,Wednesday
id1580453,2,2016-02-15 11:43:05,2016-02-15 12:04:08,2,-73.9174575805664,40.782989501953125,-73.9174575805664,40.782989501953125,N,1263,0.0,0.0,11,Monday
id1944552,1,2016-02-16 20:07:33,2016-02-16 20:07:49,1,-74.0076675415039,40.74079895019531,-74.0076675415039,40.74079895019531,N,16,0.0,0.0,20,Tuesday
id0468919,2,2016-01-22 14:25:40,2016-01-22 14:37:27,2,-74.10504913330078,40.68151092529297,-74.10504913330078,40.68151092529297,N,707,0.0,0.0,14,Friday
id2923945,2,2016-05-03 14:31:57,2016-05-03 14:32:28,1,-73.98468017578125,40.75935363769531,-73.98468017578125,40.75935363769531,N,31,0.0,0.0,14,Tuesday
id1295222,2,2016-06-14 12:08:10,2016-06-14 12:20:03,6,-73.98069763183594,40.7322654724121,-73.98069763183594,40.7322654724121,N,713,0.0,0.0,12,Tuesday
id1139697,2,2016-01-27 21:02:54,2016-01-27 21:10:52,1,-73.9828872680664,40.74211120605469,-73.9828872680664,40.74211120605469,N,478,0.0,0.0,21,Wednesday
id2094868,2,2016-05-31 08:16:53,2016-05-31 08:21:40,5,-73.8761215209961,40.77325820922852,-73.8761215209961,40.77325820922852,N,287,0.0,0.0,8,Tuesday
id1248106,2,2016-04-25 23:00:33,2016-04-25 23:09:51,1,-73.98275756835938,40.74372100830078,-73.98275756835938,40.74372100830078,N,558,0.0,0.0,23,Monday
id3184777,2,2016-06-24 14:15:34,2016-06-24 14:22:42,1,-73.92587280273438,40.76268005371094,-73.92587280273438,40.76268005371094,N,428,0.0,0.0,14,Friday
id3277486,1,2016-06-21 19:27:43,2016-06-21 19:28:22,1,-73.95877075195312,40.710987091064446,-73.95877075195312,40.710987091064446,N,39,0.0,0.0,19,Tuesday
id1406536,2,2016-03-22 22:28:31,2016-03-22 22:37:57,6,-73.9869384765625,40.722450256347656,-73.9869384765625,40.722450256347656,N,566,0.0,0.0,22,Tuesday
id3104597,1,2016-05-18 21:04:03,2016-05-18 21:18:41,1,-74.25001525878906,40.75679397583008,-74.25001525878906,40.75679397583008,N,878,0.0,0.0,21,Wednesday
id0680859,1,2016-02-12 17:34:37,2016-02-12 17:34:42,1,-73.99560546875,40.7591667175293,-73.99560546875,40.7591667175293,N,5,0.0,0.0,17,Friday
id3722390,1,2016-01-06 10:48:45,2016-01-06 10:48:59,1,-73.94392395019531,40.75086212158203,-73.94392395019531,40.75086212158203,N,14,0.0,0.0,10,Wednesday
id3978794,1,2016-01-19 17:40:36,2016-01-19 17:40:50,2,-74.00096130371092,40.72145080566406,-74.00096130371092,40.72145080566406,N,14,0.0,0.0,17,Tuesday
id2741334,1,2016-05-15 17:12:22,2016-05-15 17:12:33,1,-74.00807189941406,40.73250579833984,-74.00807189941406,40.73250579833984,N,11,0.0,0.0,17,Sunday
id2595120,1,2016-02-20 08:26:28,2016-02-20 08:31:13,1,-73.93238067626953,40.75421524047852,-73.93238067626953,40.75421524047852,N,285,0.0,0.0,8,Saturday
id3871225,1,2016-03-17 14:36:34,2016-03-17 14:37:14,2,-73.7898712158203,40.64320755004882,-73.7898712158203,40.64320755004882,N,40,0.0,0.0,14,Thursday
id2142692,2,2016-03-03 09:22:26,2016-03-03 09:33:56,1,-73.96411895751953,40.77293014526367,-73.96411895751953,40.77293014526367,N,690,0.0,0.0,9,Thursday
id1889528,1,2016-03-18 15:53:58,2016-03-18 16:05:12,1,-74.1951446533203,43.48688507080078,-74.1951446533203,43.48688507080078,N,674,0.0,0.0,15,Friday
id3815114,2,2016-02-08 21:24:45,2016-02-08 21:27:12,1,-74.00936126708984,40.740535736083984,-74.00936126708984,40.740535736083984,N,147,0.0,0.0,21,Monday
id3587799,2,2016-05-28 20:25:03,2016-05-28 20:34:00,5,-73.99498748779298,40.72616958618164,-73.99498748779298,40.72616958618164,N,537,0.0,0.0,20,Saturday
id2544244,1,2016-06-09 23:25:18,2016-06-09 23:25:55,1,-73.95714569091797,40.64034652709961,-73.95714569091797,40.64034652709961,N,37,0.0,0.0,23,Thursday
id1380642,2,2016-02-13 09:24:09,2016-02-13 09:26:01,4,-73.9645004272461,40.76043701171875,-73.9645004272461,40.76043701171875,N,112,0.0,0.0,9,Saturday
id3785166,1,2016-05-23 21:46:22,2016-05-23 21:46:46,1,-73.97376251220702,40.79462432861328,-73.97376251220702,40.79462432861328,N,24,0.0,0.0,21,Monday
id3196796,2,2016-03-29 07:40:00,2016-03-29 07:43:56,1,-73.9786376953125,40.75111389160156,-73.9786376953125,40.75111389160156,N,236,0.0,0.0,7,Tuesday
id3056752,1,2016-03-25 21:24:21,2016-03-25 21:24:31,1,-73.98552703857422,40.71834182739258,-73.98552703857422,40.71834182739258,N,10,0.0,0.0,21,Friday
id1098108,2,2016-02-10 16:27:50,2016-02-10 16:36:32,1,-73.99211120605469,40.773529052734375,-73.99211120605469,40.773529052734375,N,522,0.0,0.0,16,Wednesday
id2783864,2,2016-02-22 15:15:24,2016-02-22 15:36:58,1,-73.98976135253906,40.74831771850586,-73.98976135253906,40.74831771850586,N,1294,0.0,0.0,15,Monday
id0417406,2,2016-06-24 20:04:36,2016-06-24 20:14:33,5,-73.98504638671875,40.73640060424805,-73.98504638671875,40.73640060424805,N,597,0.0,0.0,20,Friday
id0032869,2,2016-05-09 14:04:02,2016-05-09 14:56:32,1,-74.00366973876953,40.75653839111328,-74.00366973876953,40.75653839111328,N,3150,0.0,0.0,14,Monday
id1520971,2,2016-06-05 16:51:12,2016-06-05 16:54:57,1,-73.94300842285155,40.785640716552734,-73.94300842285155,40.785640716552734,N,225,0.0,0.0,16,Sunday
id3297992,1,2016-02-14 17:21:09,2016-02-14 17:21:29,2,-73.77630615234375,40.64532852172852,-73.77630615234375,40.64532852172852,N,20,0.0,0.0,17,Sunday
id3096239,1,2016-06-19 19:53:33,2016-06-19 19:53:46,1,-73.94510650634764,40.7514533996582,-73.94510650634764,40.7514533996582,N,13,0.0,0.0,19,Sunday
id3560361,1,2016-02-28 04:18:10,2016-02-28 04:18:43,1,-73.99978637695312,40.72728729248047,-73.99978637695312,40.72728729248047,Y,33,0.0,0.0,4,Sunday
id3253050,2,2016-06-11 22:10:42,2016-06-11 22:23:07,1,-73.98007965087889,40.74290084838867,-73.98007965087889,40.74290084838867,N,745,0.0,0.0,22,Saturday
id2177467,2,2016-06-05 01:09:39,2016-06-06 01:08:51,1,-73.98140716552734,40.76496887207031,-73.98140716552734,40.76496887207031,N,86352,0.0,0.0,1,Sunday
id2462988,2,2016-03-04 10:14:27,2016-03-04 10:19:25,1,-73.97422027587889,40.722110748291016,-73.97422027587889,40.722110748291016,N,298,0.0,0.0,10,Friday
id1935317,2,2016-01-21 16:26:21,2016-01-21 16:33:16,1,-73.96411895751953,40.773731231689446,-73.96411895751953,40.773731231689446,N,415,0.0,0.0,16,Thursday
id3628472,2,2016-06-17 13:18:32,2016-06-17 13:43:00,2,-73.93450164794923,40.76238632202149,-73.93450164794923,40.76238632202149,N,1468,0.0,0.0,13,Friday
id1204020,2,2016-05-31 20:44:16,2016-05-31 20:49:03,3,-73.95354461669923,40.77936935424805,-73.95354461669923,40.77936935424805,N,287,0.0,0.0,20,Tuesday
id0072411,2,2016-02-04 21:54:47,2016-02-04 21:55:01,1,-74.01126861572266,40.77695083618164,-74.01126861572266,40.77695083618164,N,14,0.0,0.0,21,Thursday
id3304595,1,2016-05-06 13:58:28,2016-05-06 14:00:35,1,-73.96652984619139,40.76229095458984,-73.96652984619139,40.76229095458984,N,127,0.0,0.0,13,Friday
id3765026,1,2016-05-31 19:33:14,2016-05-31 19:33:59,1,-73.99356079101561,40.757637023925774,-73.99356079101561,40.757637023925774,N,45,0.0,0.0,19,Tuesday
id1400842,1,2016-01-26 11:09:45,2016-01-26 11:34:10,2,-73.99079895019531,40.74163436889648,-73.99079895019531,40.74163436889648,N,1465,0.0,0.0,11,Tuesday
id0421392,2,2016-06-13 18:09:38,2016-06-13 18:19:10,1,-73.96041107177734,40.7783203125,-73.96041107177734,40.7783203125,N,572,0.0,0.0,18,Monday
id1733307,2,2016-06-26 18:02:38,2016-06-26 18:02:50,1,-73.792724609375,40.656902313232415,-73.78894805908203,40.64727020263672,N,12,1.1174225606376185,335.22676819128554,18,Sunday
id1793279,2,2016-03-06 07:20:41,2016-03-06 07:22:59,5,-74.00440979003906,40.721168518066406,-74.00440979003906,40.721168518066406,N,138,0.0,0.0,7,Sunday
id2124575,1,2016-02-03 10:45:39,2016-02-03 10:45:50,1,-74.00732421875,40.74178314208984,-74.00732421875,40.74178314208984,N,11,0.0,0.0,10,Wednesday
id3300645,1,2016-04-01 22:34:36,2016-04-01 22:43:05,4,-73.9615936279297,40.759056091308594,-73.9615936279297,40.759056091308594,N,509,0.0,0.0,22,Friday
id3424910,2,2016-02-15 06:37:51,2016-02-15 06:55:20,5,-74.09062194824217,40.64265060424805,-74.09062194824217,40.64265060424805,N,1049,0.0,0.0,6,Monday
